Type;ANNEE;DateEvenement;Nombre
Naissances;1905;19050119;20
Naissances;1905;19050120;5
Naissances;1905;19050121;20
Naissances;1905;19050122;15
Naissances;1905;19050123;14
Naissances;1905;19050124;15
Naissances;1905;19050125;22
Naissances;1905;19050126;22
Naissances;1905;19050127;12
Naissances;1905;19050128;16
Naissances;1905;19050129;8
Naissances;1905;19050130;13
Naissances;1905;19050131;15
Naissances;1905;19050201;12
Naissances;1905;19050202;10
Naissances;1905;19050203;16
Naissances;1905;19050204;21
Naissances;1905;19050205;18
Naissances;1905;19050206;11
Naissances;1905;19050207;15
Naissances;1905;19050208;12
Naissances;1905;19050209;13
Naissances;1905;19050210;18
Naissances;1905;19050211;13
Naissances;1905;19050212;14
Naissances;1905;19050213;14
Naissances;1905;19050214;14
Naissances;1905;19050215;25
Naissances;1905;19050216;13
Naissances;1905;19050217;9
Naissances;1905;19050218;13
Naissances;1905;19050219;9
Naissances;1905;19050220;15
Naissances;1905;19050221;13
Naissances;1905;19050222;13
Naissances;1905;19050223;13
Naissances;1905;19050224;15
Naissances;1905;19050225;13
Naissances;1905;19050226;11
Naissances;1905;19050227;12
Naissances;1905;19050228;22
Naissances;1905;19050301;11
Naissances;1905;19050302;11
Naissances;1905;19050303;18
Naissances;1905;19050304;15
Naissances;1905;19050305;8
Naissances;1905;19050306;21
Naissances;1905;19050307;14
Naissances;1905;19050308;14
Naissances;1905;19050309;11
Naissances;1905;19050310;17
Naissances;1905;19050311;6
Naissances;1905;19050312;9
Naissances;1905;19050313;16
Naissances;1905;19050314;6
Naissances;1905;19050315;10
Naissances;1905;19050316;9
Naissances;1905;19050317;16
Naissances;1905;19050318;18
Naissances;1905;19050319;11
Naissances;1905;19050320;11
Naissances;1905;19050321;8
Naissances;1905;19050322;15
Naissances;1905;19050323;16
Naissances;1905;19050324;9
Naissances;1905;19050325;12
Naissances;1905;19050326;10
Naissances;1905;19050327;14
Naissances;1905;19050328;14
Naissances;1905;19050329;21
Naissances;1905;19050330;11
Naissances;1905;19050331;11
Naissances;1905;19050401;14
Naissances;1905;19050402;17
Naissances;1905;19050403;12
Naissances;1905;19050404;16
Naissances;1905;19050405;13
Naissances;1905;19050406;11
Naissances;1905;19050407;10
Naissances;1905;19050408;19
Naissances;1905;19050409;9
Naissances;1905;19050410;9
Naissances;1905;19050411;16
Naissances;1905;19050412;11
Naissances;1905;19050413;17
Naissances;1905;19050414;14
Naissances;1905;19050415;14
Naissances;1905;19050416;14
Naissances;1905;19050417;10
Naissances;1905;19050418;11
Naissances;1905;19050419;8
Naissances;1905;19050420;12
Naissances;1905;19050421;19
Naissances;1905;19050422;11
Naissances;1905;19050423;15
Naissances;1905;19050424;12
Naissances;1905;19050425;11
Naissances;1905;19050426;26
Naissances;1905;19050427;16
Naissances;1905;19050428;16
Naissances;1905;19050429;8
Naissances;1905;19050430;13
Naissances;1905;19050501;12
Naissances;1905;19050502;13
Naissances;1905;19050503;21
Naissances;1905;19050504;10
Naissances;1905;19050505;12
Naissances;1905;19050506;12
Naissances;1905;19050507;12
Naissances;1905;19050508;13
Naissances;1905;19050509;11
Naissances;1905;19050510;22
Naissances;1905;19050511;6
Naissances;1905;19050512;12
Naissances;1905;19050513;8
Naissances;1905;19050514;15
Naissances;1905;19050515;9
Naissances;1905;19050516;13
Naissances;1905;19050517;17
Naissances;1905;19050518;14
Naissances;1905;19050519;16
Naissances;1905;19050520;22
Naissances;1905;19050521;9
Naissances;1905;19050522;12
Naissances;1905;19050523;6
Naissances;1905;19050524;5
Naissances;1905;19050525;11
Naissances;1905;19050526;16
Naissances;1905;19050527;6
Naissances;1905;19050528;11
Naissances;1905;19050529;9
Naissances;1905;19050530;14
Naissances;1905;19050531;11
Naissances;1905;19050601;8
Naissances;1905;19050602;16
Naissances;1905;19050603;8
Naissances;1905;19050604;18
Naissances;1905;19050605;13
Naissances;1905;19050606;9
Naissances;1905;19050607;14
Naissances;1905;19050608;12
Naissances;1905;19050609;6
Naissances;1905;19050610;10
Naissances;1905;19050611;8
Naissances;1905;19050612;7
Naissances;1905;19050613;12
Naissances;1905;19050614;8
Naissances;1905;19050615;15
Naissances;1905;19050616;8
Naissances;1905;19050617;15
Naissances;1905;19050618;12
Naissances;1905;19050619;11
Naissances;1905;19050620;10
Naissances;1905;19050621;12
Naissances;1905;19050622;10
Naissances;1905;19050623;11
Naissances;1905;19050624;14
Naissances;1905;19050625;11
Naissances;1905;19050626;14
Naissances;1905;19050627;16
Naissances;1905;19050628;14
Naissances;1905;19050629;10
Naissances;1905;19050630;12
Naissances;1905;19050701;11
Naissances;1905;19050702;22
Naissances;1905;19050703;12
Naissances;1905;19050704;14
Naissances;1905;19050705;9
Naissances;1905;19050706;12
Naissances;1905;19050707;16
Naissances;1905;19050708;15
Naissances;1905;19050709;15
Naissances;1905;19050710;14
Naissances;1905;19050711;20
Naissances;1905;19050712;7
Naissances;1905;19050713;15
Naissances;1905;19050714;19
Naissances;1905;19050715;9
Naissances;1905;19050716;16
Naissances;1905;19050717;13
Naissances;1905;19050718;11
Naissances;1905;19050719;15
Naissances;1905;19050720;12
Naissances;1905;19050721;17
Naissances;1905;19050722;17
Naissances;1905;19050723;17
Naissances;1905;19050724;10
Naissances;1905;19050725;20
Naissances;1905;19050726;11
Naissances;1905;19050727;6
Naissances;1905;19050728;13
Naissances;1905;19050729;5
Naissances;1905;19050730;15
Naissances;1905;19050731;17
Naissances;1905;19050801;10
Naissances;1905;19050802;12
Naissances;1905;19050803;11
Naissances;1905;19050804;12
Naissances;1905;19050805;19
Naissances;1905;19050806;9
Naissances;1905;19050807;17
Naissances;1905;19050808;16
Naissances;1905;19050809;10
Naissances;1905;19050810;14
Naissances;1905;19050811;10
Naissances;1905;19050812;12
Naissances;1905;19050813;12
Naissances;1905;19050814;12
Naissances;1905;19050815;13
Naissances;1905;19050816;10
Naissances;1905;19050817;10
Naissances;1905;19050818;13
Naissances;1905;19050819;12
Naissances;1905;19050820;17
Naissances;1905;19050821;12
Naissances;1905;19050822;10
Naissances;1905;19050823;5
Naissances;1905;19050824;12
Naissances;1905;19050825;13
Naissances;1905;19050826;12
Naissances;1905;19050827;23
Naissances;1905;19050828;8
Naissances;1905;19050829;10
Naissances;1905;19050830;13
Naissances;1905;19050831;9
Naissances;1905;19050901;6
Naissances;1905;19050902;12
Naissances;1905;19050903;8
Naissances;1905;19050904;19
Naissances;1905;19050905;12
Naissances;1905;19050906;8
Naissances;1905;19050907;11
Naissances;1905;19050908;13
Naissances;1905;19050909;13
Naissances;1905;19050910;16
Naissances;1905;19050911;3
Naissances;1905;19050912;10
Naissances;1905;19050913;19
Naissances;1905;19050914;19
Naissances;1905;19050915;14
Naissances;1905;19050916;10
Naissances;1905;19050917;8
Naissances;1905;19050918;13
Naissances;1905;19050919;8
Naissances;1905;19050920;18
Naissances;1905;19050921;10
Naissances;1905;19050922;8
Naissances;1905;19050923;8
Naissances;1905;19050924;18
Naissances;1905;19050925;14
Naissances;1905;19050926;8
Naissances;1905;19050927;14
Naissances;1905;19050928;7
Naissances;1905;19050929;7
Naissances;1905;19050930;9
Naissances;1905;19051001;7
Naissances;1905;19051002;14
Naissances;1905;19051003;13
Naissances;1905;19051004;11
Naissances;1905;19051005;10
Naissances;1905;19051006;13
Naissances;1905;19051007;10
Naissances;1905;19051008;14
Naissances;1905;19051009;7
Naissances;1905;19051010;9
Naissances;1905;19051011;11
Naissances;1905;19051012;10
Naissances;1905;19051013;13
Naissances;1905;19051014;11
Naissances;1905;19051015;8
Naissances;1905;19051016;12
Naissances;1905;19051017;5
Naissances;1905;19051018;13
Naissances;1905;19051019;10
Naissances;1905;19051020;12
Naissances;1905;19051021;16
Naissances;1905;19051022;12
Naissances;1905;19051023;18
Naissances;1905;19051024;7
Naissances;1905;19051025;6
Naissances;1905;19051026;13
Naissances;1905;19051027;11
Naissances;1905;19051028;11
Naissances;1905;19051029;4
Naissances;1905;19051030;8
Naissances;1905;19051031;19
Naissances;1905;19051101;16
Naissances;1905;19051102;16
Naissances;1905;19051103;8
Naissances;1905;19051104;6
Naissances;1905;19051105;17
Naissances;1905;19051106;16
Naissances;1905;19051107;6
Naissances;1905;19051108;19
Naissances;1905;19051109;15
Naissances;1905;19051110;11
Naissances;1905;19051111;13
Naissances;1905;19051112;7
Naissances;1905;19051113;18
Naissances;1905;19051114;11
Naissances;1905;19051115;9
Naissances;1905;19051116;10
Naissances;1905;19051117;10
Naissances;1905;19051118;7
Naissances;1905;19051119;22
Naissances;1905;19051120;8
Naissances;1905;19051121;11
Naissances;1905;19051122;14
Naissances;1905;19051123;7
Naissances;1905;19051124;11
Naissances;1905;19051125;17
Naissances;1905;19051126;7
Naissances;1905;19051127;12
Naissances;1905;19051128;15
Naissances;1905;19051129;14
Naissances;1905;19051130;13
Naissances;1905;19051201;12
Naissances;1905;19051202;10
Naissances;1905;19051203;14
Naissances;1905;19051204;14
Naissances;1905;19051205;13
Naissances;1905;19051206;11
Naissances;1905;19051207;12
Naissances;1905;19051208;11
Naissances;1905;19051209;12
Naissances;1905;19051210;13
Naissances;1905;19051211;22
Naissances;1905;19051212;16
Naissances;1905;19051213;14
Naissances;1905;19051214;8
Naissances;1905;19051215;19
Naissances;1905;19051216;12
Naissances;1905;19051217;15
Naissances;1905;19051218;12
Naissances;1905;19051219;9
Naissances;1905;19051220;21
Naissances;1905;19051221;16
Naissances;1905;19051222;9
Naissances;1905;19051223;15
Naissances;1905;19051224;7
Naissances;1905;19051225;12
Naissances;1905;19051226;11
Naissances;1905;19051227;12
Naissances;1905;19051228;19
Naissances;1905;19051229;16
Naissances;1905;19051230;16
Naissances;1905;19051231;23
Naissances;1906;19060101;13
Naissances;1906;19060102;10
Naissances;1906;19060103;6
Naissances;1906;19060104;12
Naissances;1906;19060105;12
Naissances;1906;19060106;7
Naissances;1906;19060107;13
Naissances;1906;19060108;8
Naissances;1906;19060109;14
Naissances;1906;19060110;12
Naissances;1906;19060111;26
Naissances;1906;19060112;12
Naissances;1906;19060113;18
Naissances;1906;19060114;12
Naissances;1906;19060115;16
Naissances;1906;19060116;16
Naissances;1906;19060117;10
Naissances;1906;19060118;11
Naissances;1906;19060119;12
Naissances;1906;19060120;12
Naissances;1906;19060121;12
Naissances;1906;19060122;21
Naissances;1906;19060123;6
Naissances;1906;19060124;18
Naissances;1906;19060125;15
Naissances;1906;19060126;17
Naissances;1906;19060127;10
Naissances;1906;19060128;12
Naissances;1906;19060129;12
Naissances;1906;19060130;11
Naissances;1906;19060131;14
Naissances;1906;19060201;13
Naissances;1906;19060202;19
Naissances;1906;19060203;9
Naissances;1906;19060204;19
Naissances;1906;19060205;13
Naissances;1906;19060206;13
Naissances;1906;19060207;11
Naissances;1906;19060208;5
Naissances;1906;19060209;17
Naissances;1906;19060210;9
Naissances;1906;19060211;9
Naissances;1906;19060212;14
Naissances;1906;19060213;14
Naissances;1906;19060214;9
Naissances;1906;19060215;12
Naissances;1906;19060216;15
Naissances;1906;19060217;12
Naissances;1906;19060218;19
Naissances;1906;19060219;15
Naissances;1906;19060220;17
Naissances;1906;19060221;12
Naissances;1906;19060222;17
Naissances;1906;19060223;14
Naissances;1906;19060224;17
Naissances;1906;19060225;13
Naissances;1906;19060226;13
Naissances;1906;19060227;15
Naissances;1906;19060228;13
Naissances;1906;19060301;16
Naissances;1906;19060302;12
Naissances;1906;19060303;12
Naissances;1906;19060304;13
Naissances;1906;19060305;14
Naissances;1906;19060306;10
Naissances;1906;19060307;16
Naissances;1906;19060308;12
Naissances;1906;19060309;9
Naissances;1906;19060310;12
Naissances;1906;19060311;18
Naissances;1906;19060312;18
Naissances;1906;19060313;6
Naissances;1906;19060314;8
Naissances;1906;19060315;8
Naissances;1906;19060316;10
Naissances;1906;19060317;12
Naissances;1906;19060318;10
Naissances;1906;19060319;18
Naissances;1906;19060320;6
Naissances;1906;19060321;22
Naissances;1906;19060322;13
Naissances;1906;19060323;14
Naissances;1906;19060324;20
Naissances;1906;19060325;12
Naissances;1906;19060326;14
Naissances;1906;19060327;10
Naissances;1906;19060328;13
Naissances;1906;19060329;12
Naissances;1906;19060330;11
Naissances;1906;19060331;9
Naissances;1906;19060401;9
Naissances;1906;19060402;14
Naissances;1906;19060403;14
Naissances;1906;19060404;10
Naissances;1906;19060405;24
Naissances;1906;19060406;13
Naissances;1906;19060407;8
Naissances;1906;19060408;19
Naissances;1906;19060409;24
Naissances;1906;19060410;9
Naissances;1906;19060411;13
Naissances;1906;19060412;15
Naissances;1906;19060413;11
Naissances;1906;19060414;16
Naissances;1906;19060415;9
Naissances;1906;19060416;10
Naissances;1906;19060417;4
Naissances;1906;19060418;13
Naissances;1906;19060419;7
Naissances;1906;19060420;13
Naissances;1906;19060421;11
Naissances;1906;19060422;7
Naissances;1906;19060423;19
Naissances;1906;19060424;10
Naissances;1906;19060425;15
Naissances;1906;19060426;13
Naissances;1906;19060427;13
Naissances;1906;19060428;13
Naissances;1906;19060429;13
Naissances;1906;19060430;3
Naissances;1906;19060501;14
Naissances;1906;19060502;7
Naissances;1906;19060503;16
Naissances;1906;19060504;14
Naissances;1906;19060505;12
Naissances;1906;19060506;15
Naissances;1906;19060507;13
Naissances;1906;19060508;12
Naissances;1906;19060509;18
Naissances;1906;19060510;11
Naissances;1906;19060511;12
Naissances;1906;19060512;12
Naissances;1906;19060513;9
Naissances;1906;19060514;13
Naissances;1906;19060515;8
Naissances;1906;19060516;13
Naissances;1906;19060517;5
Naissances;1906;19060518;16
Naissances;1906;19060519;11
Naissances;1906;19060520;13
Naissances;1906;19060521;17
Naissances;1906;19060522;11
Naissances;1906;19060523;9
Naissances;1906;19060524;11
Naissances;1906;19060525;9
Naissances;1906;19060526;10
Naissances;1906;19060527;7
Naissances;1906;19060528;8
Naissances;1906;19060529;9
Naissances;1906;19060530;10
Naissances;1906;19060531;9
Naissances;1906;19060601;19
Naissances;1906;19060602;11
Naissances;1906;19060603;9
Naissances;1906;19060604;11
Naissances;1906;19060605;20
Naissances;1906;19060606;8
Naissances;1906;19060607;16
Naissances;1906;19060608;8
Naissances;1906;19060609;11
Naissances;1906;19060610;15
Naissances;1906;19060611;10
Naissances;1906;19060612;14
Naissances;1906;19060613;17
Naissances;1906;19060614;15
Naissances;1906;19060615;9
Naissances;1906;19060616;9
Naissances;1906;19060617;12
Naissances;1906;19060618;10
Naissances;1906;19060619;11
Naissances;1906;19060620;13
Naissances;1906;19060621;19
Naissances;1906;19060622;10
Naissances;1906;19060623;11
Naissances;1906;19060624;19
Naissances;1906;19060625;14
Naissances;1906;19060626;8
Naissances;1906;19060627;16
Naissances;1906;19060628;16
Naissances;1906;19060629;5
Naissances;1906;19060630;11
Naissances;1906;19060701;16
Naissances;1906;19060702;10
Naissances;1906;19060703;15
Naissances;1906;19060704;11
Naissances;1906;19060705;11
Naissances;1906;19060706;15
Naissances;1906;19060707;14
Naissances;1906;19060708;7
Naissances;1906;19060709;16
Naissances;1906;19060710;15
Naissances;1906;19060711;12
Naissances;1906;19060712;12
Naissances;1906;19060713;17
Naissances;1906;19060714;18
Naissances;1906;19060715;16
Naissances;1906;19060716;20
Naissances;1906;19060717;9
Naissances;1906;19060718;9
Naissances;1906;19060719;12
Naissances;1906;19060720;19
Naissances;1906;19060721;10
Naissances;1906;19060722;20
Naissances;1906;19060723;8
Naissances;1906;19060724;13
Naissances;1906;19060725;9
Naissances;1906;19060726;11
Naissances;1906;19060727;16
Naissances;1906;19060728;8
Naissances;1906;19060729;11
Naissances;1906;19060730;19
Naissances;1906;19060731;11
Naissances;1906;19060801;8
Naissances;1906;19060802;12
Naissances;1906;19060803;15
Naissances;1906;19060804;13
Naissances;1906;19060805;12
Naissances;1906;19060806;23
Naissances;1906;19060807;6
Naissances;1906;19060808;12
Naissances;1906;19060809;13
Naissances;1906;19060810;16
Naissances;1906;19060811;13
Naissances;1906;19060812;15
Naissances;1906;19060813;11
Naissances;1906;19060814;7
Naissances;1906;19060815;11
Naissances;1906;19060816;13
Naissances;1906;19060817;11
Naissances;1906;19060818;10
Naissances;1906;19060819;9
Naissances;1906;19060820;14
Naissances;1906;19060821;20
Naissances;1906;19060822;13
Naissances;1906;19060823;10
Naissances;1906;19060824;12
Naissances;1906;19060825;14
Naissances;1906;19060826;15
Naissances;1906;19060827;11
Naissances;1906;19060828;16
Naissances;1906;19060829;10
Naissances;1906;19060830;16
Naissances;1906;19060831;16
Naissances;1906;19060901;7
Naissances;1906;19060902;11
Naissances;1906;19060903;20
Naissances;1906;19060904;14
Naissances;1906;19060905;4
Naissances;1906;19060906;12
Naissances;1906;19060907;8
Naissances;1906;19060908;6
Naissances;1906;19060909;19
Naissances;1906;19060910;13
Naissances;1906;19060911;9
Naissances;1906;19060912;13
Naissances;1906;19060913;14
Naissances;1906;19060914;14
Naissances;1906;19060915;9
Naissances;1906;19060916;14
Naissances;1906;19060917;5
Naissances;1906;19060918;5
Naissances;1906;19060919;14
Naissances;1906;19060920;10
Naissances;1906;19060921;10
Naissances;1906;19060922;14
Naissances;1906;19060923;13
Naissances;1906;19060924;15
Naissances;1906;19060925;13
Naissances;1906;19060926;11
Naissances;1906;19060927;13
Naissances;1906;19060928;11
Naissances;1906;19060929;18
Naissances;1906;19060930;11
Naissances;1906;19061001;14
Naissances;1906;19061002;6
Naissances;1906;19061003;7
Naissances;1906;19061004;14
Naissances;1906;19061005;14
Naissances;1906;19061006;6
Naissances;1906;19061007;14
Naissances;1906;19061008;17
Naissances;1906;19061009;6
Naissances;1906;19061010;21
Naissances;1906;19061011;9
Naissances;1906;19061012;10
Naissances;1906;19061013;7
Naissances;1906;19061014;14
Naissances;1906;19061015;12
Naissances;1906;19061016;18
Naissances;1906;19061017;14
Naissances;1906;19061018;7
Naissances;1906;19061019;16
Naissances;1906;19061020;11
Naissances;1906;19061021;14
Naissances;1906;19061022;13
Naissances;1906;19061023;15
Naissances;1906;19061024;17
Naissances;1906;19061025;17
Naissances;1906;19061026;13
Naissances;1906;19061027;19
Naissances;1906;19061028;13
Naissances;1906;19061029;10
Naissances;1906;19061030;9
Naissances;1906;19061031;9
Naissances;1906;19061101;11
Naissances;1906;19061102;11
Naissances;1906;19061103;9
Naissances;1906;19061104;9
Naissances;1906;19061105;16
Naissances;1906;19061106;9
Naissances;1906;19061107;9
Naissances;1906;19061108;11
Naissances;1906;19061109;9
Naissances;1906;19061110;4
Naissances;1906;19061111;13
Naissances;1906;19061112;14
Naissances;1906;19061113;11
Naissances;1906;19061114;7
Naissances;1906;19061115;9
Naissances;1906;19061116;14
Naissances;1906;19061117;10
Naissances;1906;19061118;14
Naissances;1906;19061119;13
Naissances;1906;19061120;14
Naissances;1906;19061121;11
Naissances;1906;19061122;7
Naissances;1906;19061123;9
Naissances;1906;19061124;11
Naissances;1906;19061125;15
Naissances;1906;19061126;17
Naissances;1906;19061127;9
Naissances;1906;19061128;10
Naissances;1906;19061129;6
Naissances;1906;19061130;12
Naissances;1906;19061201;11
Naissances;1906;19061202;13
Naissances;1906;19061203;12
Naissances;1906;19061204;14
Naissances;1906;19061205;14
Naissances;1906;19061206;12
Naissances;1906;19061207;14
Naissances;1906;19061208;16
Naissances;1906;19061209;12
Naissances;1906;19061210;19
Naissances;1906;19061211;11
Naissances;1906;19061212;15
Naissances;1906;19061213;15
Naissances;1906;19061214;17
Naissances;1906;19061215;10
Naissances;1906;19061216;8
Naissances;1906;19061217;14
Naissances;1906;19061218;14
Naissances;1906;19061219;7
Naissances;1906;19061220;19
Naissances;1906;19061221;8
Naissances;1906;19061222;12
Naissances;1906;19061223;15
Naissances;1906;19061224;15
Naissances;1906;19061225;11
Naissances;1906;19061226;15
Naissances;1906;19061227;5
Naissances;1906;19061228;13
Naissances;1906;19061229;10
Naissances;1906;19061230;5
Naissances;1906;19061231;13
Naissances;1907;19070101;10
Naissances;1907;19070102;13
Naissances;1907;19070103;11
Naissances;1907;19070104;13
Naissances;1907;19070105;12
Naissances;1907;19070106;13
Naissances;1907;19070107;10
Naissances;1907;19070108;16
Naissances;1907;19070109;11
Naissances;1907;19070110;15
Naissances;1907;19070111;9
Naissances;1907;19070112;10
Naissances;1907;19070113;10
Naissances;1907;19070114;11
Naissances;1907;19070115;24
Naissances;1907;19070116;11
Naissances;1907;19070117;13
Naissances;1907;19070118;9
Naissances;1907;19070119;15
Naissances;1907;19070120;11
Naissances;1907;19070121;13
Naissances;1907;19070122;12
Naissances;1907;19070123;13
Naissances;1907;19070124;11
Naissances;1907;19070125;11
Naissances;1907;19070126;16
Naissances;1907;19070127;7
Naissances;1907;19070128;10
Naissances;1907;19070129;18
Naissances;1907;19070130;11
Naissances;1907;19070131;12
Naissances;1907;19070201;13
Naissances;1907;19070202;17
Naissances;1907;19070203;18
Naissances;1907;19070204;16
Naissances;1907;19070205;9
Naissances;1907;19070206;7
Naissances;1907;19070207;15
Naissances;1907;19070208;12
Naissances;1907;19070209;15
Naissances;1907;19070210;18
Naissances;1907;19070211;18
Naissances;1907;19070212;10
Naissances;1907;19070213;17
Naissances;1907;19070214;16
Naissances;1907;19070215;18
Naissances;1907;19070216;10
Naissances;1907;19070217;14
Naissances;1907;19070218;21
Naissances;1907;19070219;13
Naissances;1907;19070220;14
Naissances;1907;19070221;10
Naissances;1907;19070222;15
Naissances;1907;19070223;19
Naissances;1907;19070224;7
Naissances;1907;19070225;13
Naissances;1907;19070226;11
Naissances;1907;19070227;16
Naissances;1907;19070228;4
Naissances;1907;19070301;10
Naissances;1907;19070302;18
Naissances;1907;19070303;10
Naissances;1907;19070304;19
Naissances;1907;19070305;13
Naissances;1907;19070306;11
Naissances;1907;19070307;9
Naissances;1907;19070308;14
Naissances;1907;19070309;11
Naissances;1907;19070310;14
Naissances;1907;19070311;13
Naissances;1907;19070312;8
Naissances;1907;19070313;5
Naissances;1907;19070314;11
Naissances;1907;19070315;17
Naissances;1907;19070316;17
Naissances;1907;19070317;19
Naissances;1907;19070318;11
Naissances;1907;19070319;17
Naissances;1907;19070320;10
Naissances;1907;19070321;8
Naissances;1907;19070322;17
Naissances;1907;19070323;13
Naissances;1907;19070324;10
Naissances;1907;19070325;8
Naissances;1907;19070326;10
Naissances;1907;19070327;12
Naissances;1907;19070328;15
Naissances;1907;19070329;11
Naissances;1907;19070330;15
Naissances;1907;19070331;19
Naissances;1907;19070401;10
Naissances;1907;19070402;15
Naissances;1907;19070403;12
Naissances;1907;19070404;12
Naissances;1907;19070405;16
Naissances;1907;19070406;17
Naissances;1907;19070407;23
Naissances;1907;19070408;13
Naissances;1907;19070409;17
Naissances;1907;19070410;15
Naissances;1907;19070411;15
Naissances;1907;19070412;21
Naissances;1907;19070413;12
Naissances;1907;19070414;13
Naissances;1907;19070415;12
Naissances;1907;19070416;14
Naissances;1907;19070417;17
Naissances;1907;19070418;10
Naissances;1907;19070419;9
Naissances;1907;19070420;16
Naissances;1907;19070421;13
Naissances;1907;19070422;11
Naissances;1907;19070423;4
Naissances;1907;19070424;17
Naissances;1907;19070425;8
Naissances;1907;19070426;13
Naissances;1907;19070427;16
Naissances;1907;19070428;12
Naissances;1907;19070429;11
Naissances;1907;19070430;13
Naissances;1907;19070501;10
Naissances;1907;19070502;9
Naissances;1907;19070503;11
Naissances;1907;19070504;13
Naissances;1907;19070505;12
Naissances;1907;19070506;14
Naissances;1907;19070507;18
Naissances;1907;19070508;13
Naissances;1907;19070509;15
Naissances;1907;19070510;12
Naissances;1907;19070511;15
Naissances;1907;19070512;16
Naissances;1907;19070513;14
Naissances;1907;19070514;6
Naissances;1907;19070515;15
Naissances;1907;19070516;6
Naissances;1907;19070517;9
Naissances;1907;19070518;12
Naissances;1907;19070519;20
Naissances;1907;19070520;20
Naissances;1907;19070521;4
Naissances;1907;19070522;15
Naissances;1907;19070523;18
Naissances;1907;19070524;16
Naissances;1907;19070525;16
Naissances;1907;19070526;11
Naissances;1907;19070527;15
Naissances;1907;19070528;7
Naissances;1907;19070529;11
Naissances;1907;19070530;13
Naissances;1907;19070531;3
Naissances;1907;19070601;11
Naissances;1907;19070602;14
Naissances;1907;19070603;14
Naissances;1907;19070604;14
Naissances;1907;19070605;13
Naissances;1907;19070606;16
Naissances;1907;19070607;8
Naissances;1907;19070608;14
Naissances;1907;19070609;9
Naissances;1907;19070610;13
Naissances;1907;19070611;14
Naissances;1907;19070612;6
Naissances;1907;19070613;11
Naissances;1907;19070614;7
Naissances;1907;19070615;17
Naissances;1907;19070616;15
Naissances;1907;19070617;10
Naissances;1907;19070618;13
Naissances;1907;19070619;8
Naissances;1907;19070620;9
Naissances;1907;19070621;11
Naissances;1907;19070622;15
Naissances;1907;19070623;8
Naissances;1907;19070624;16
Naissances;1907;19070625;12
Naissances;1907;19070626;15
Naissances;1907;19070627;10
Naissances;1907;19070628;12
Naissances;1907;19070629;11
Naissances;1907;19070630;14
Naissances;1907;19070701;11
Naissances;1907;19070702;15
Naissances;1907;19070703;12
Naissances;1907;19070704;14
Naissances;1907;19070705;6
Naissances;1907;19070706;9
Naissances;1907;19070707;8
Naissances;1907;19070708;21
Naissances;1907;19070709;9
Naissances;1907;19070710;18
Naissances;1907;19070711;15
Naissances;1907;19070712;13
Naissances;1907;19070713;12
Naissances;1907;19070714;17
Naissances;1907;19070715;9
Naissances;1907;19070716;13
Naissances;1907;19070717;9
Naissances;1907;19070718;17
Naissances;1907;19070719;6
Naissances;1907;19070720;17
Naissances;1907;19070721;13
Naissances;1907;19070722;14
Naissances;1907;19070723;11
Naissances;1907;19070724;14
Naissances;1907;19070725;6
Naissances;1907;19070726;14
Naissances;1907;19070727;13
Naissances;1907;19070728;18
Naissances;1907;19070729;10
Naissances;1907;19070730;22
Naissances;1907;19070731;14
Naissances;1907;19070801;10
Naissances;1907;19070802;10
Naissances;1907;19070803;12
Naissances;1907;19070804;11
Naissances;1907;19070805;13
Naissances;1907;19070806;8
Naissances;1907;19070807;12
Naissances;1907;19070808;13
Naissances;1907;19070809;11
Naissances;1907;19070810;9
Naissances;1907;19070811;12
Naissances;1907;19070812;13
Naissances;1907;19070813;11
Naissances;1907;19070814;15
Naissances;1907;19070815;15
Naissances;1907;19070816;15
Naissances;1907;19070817;11
Naissances;1907;19070818;11
Naissances;1907;19070819;20
Naissances;1907;19070820;9
Naissances;1907;19070821;16
Naissances;1907;19070822;10
Naissances;1907;19070823;7
Naissances;1907;19070824;10
Naissances;1907;19070825;18
Naissances;1907;19070826;10
Naissances;1907;19070827;8
Naissances;1907;19070828;9
Naissances;1907;19070829;11
Naissances;1907;19070830;20
Naissances;1907;19070831;13
Naissances;1907;19070901;6
Naissances;1907;19070902;19
Naissances;1907;19070903;12
Naissances;1907;19070904;12
Naissances;1907;19070905;10
Naissances;1907;19070906;9
Naissances;1907;19070907;10
Naissances;1907;19070908;11
Naissances;1907;19070909;18
Naissances;1907;19070910;13
Naissances;1907;19070911;19
Naissances;1907;19070912;18
Naissances;1907;19070913;13
Naissances;1907;19070914;18
Naissances;1907;19070915;8
Naissances;1907;19070916;14
Naissances;1907;19070917;6
Naissances;1907;19070918;12
Naissances;1907;19070919;12
Naissances;1907;19070920;9
Naissances;1907;19070921;11
Naissances;1907;19070922;14
Naissances;1907;19070923;12
Naissances;1907;19070924;7
Naissances;1907;19070925;15
Naissances;1907;19070926;10
Naissances;1907;19070927;12
Naissances;1907;19070928;14
Naissances;1907;19070929;11
Naissances;1907;19070930;11
Naissances;1907;19071001;9
Naissances;1907;19071002;11
Naissances;1907;19071003;10
Naissances;1907;19071004;11
Naissances;1907;19071005;6
Naissances;1907;19071006;11
Naissances;1907;19071007;14
Naissances;1907;19071008;13
Naissances;1907;19071009;11
Naissances;1907;19071010;16
Naissances;1907;19071011;17
Naissances;1907;19071012;17
Naissances;1907;19071013;6
